name_of_chain;String
ts_creation_of_protocol;DateTime
flavor_name;String
ram_size_mb;UInt32
cpu_architecture;String
cpu_s;UInt8
cpu_mhz;Decimal32(2)
cpu_threads_per_core;UInt8
cpu_cores_per_socket;UInt8
cpu_sockets;UInt8
cpu_numa_nodes;UInt8
cpu_vendor;String
cpu_family;UInt8
cpu_model;UInt8
cpu_model_name;String
cpu_stepping;UInt8
cpu_bogo_mips;Decimal32(2)
cpu_hypervisor_vendor;String
cpu_l1d_cache;String
cpu_l1i_cache;String
cpu_l2_cache;String
cpu_l3_cache;String
