name_of_chain;String
hostname;String
label;String
datetime_u;DateTime
interval;UInt64
page_sz_b;UInt32
phys_mem_sz_p;UInt32
free_mem_p;UInt32
page_cache_sz_p;UInt32
buf_cache_p;UInt32
slab_sz_p;UInt32
dirt_pages_cache_p;UInt32
recl_prt_slab_p;UInt32
tot_vmware_sz_bal_pages_p;UInt32
tot_shrd_mem_sz_p;UInt32
res_shrd_mem_sz_p;UInt32
swap_shrd_mem_sz_p;UInt32
huge_page_sz_b;UInt32
tot_huge_pages_sz_hp;UInt32
free_huge_pages_hp;UInt32
