name_of_chain;String
hostname;String
label;String
datetime_u;DateTime
interval;UInt64
PID;UInt32
name;String
state;String
page_sz_b;UInt32
virt_mem_sz_kb;UInt32
res_mem_sz_kb;UInt32
shrd_txt_mem_sz_kb;UInt32
virt_mem_growth_kb;Int32
res_mem_growth_kb;Int32
n_minor_page_faults;UInt32
n_major_page_faults;UInt32
virt_lib_exec_sz_kb;UInt32
virt_data_sz_kb;UInt32
virt_stack_sz_kb;UInt32
swap_space_used_kb;UInt32
TGID;UInt32
is_process;String
prop_set_sz;UInt32
