name_of_chain;String
hostname;String
label;String
datetime_u;DateTime
interval;UInt64
PID;UInt32
name;String
state;String
tot_n_ct_sec;UInt32
cons_CPUs_user_mode_ct;UInt32
cons_CPUs_sys_mode_ct;UInt32
nice_value;Int32
prio;UInt32
rltime_prio;UInt32
sched_pol;UInt32
curr_CPU;UInt32
sleep_avg;UInt32
TGID;UInt32
is_process;String
